id,brand,category,rating,number_of_reviews,love,price,value_price,exclusive
2229599,Melt Cosmetics,Blush,4.5,14,6500,22,22,1
2229631,Melt Cosmetics,Eye Palettes,4.5,140,19100,58,58,1
2229649,Melt Cosmetics,Eye Palettes,4.5,33,11700,58,58,1
2229656,Melt Cosmetics,Eye Palettes,4.5,189,37900,48,48,1
2229664,Melt Cosmetics,Eye Palettes,4.5,117,17400,65,65,1
2229672,Melt Cosmetics,Eye Palettes,4,15,3400,48,48,1
2229680,Melt Cosmetics,Eye Palettes,3.5,16,2700,48,48,1
2229763,Josie Maran,Face Serums,4.5,480,4700,65,65,0
2229771,Josie Maran,Face Serums,4.5,477,2800,70,70,0
2229839,KORA Organics,Face Serums,4.5,327,15400,68,68,1
2229979,T3,Hair Accessories,2,1,916,20,20,0
2230050,Omorovicza,Mists & Essences,4.5,104,17500,50,50,0
2230142,IGK,Hair Masks,4.5,118,13000,34,34,1
2230159,IGK,Shampoo,3.5,6,1100,25,25,0
2230167,IGK,Conditioner,4.5,10,1300,25,25,0
2230415,Wander Beauty,Lip Treatments,4.5,67,8000,22,22,0
2230449,Wander Beauty,Setting Spray & Powder,4.5,18,2200,32,32,0
2230456,L'Occitane,Hand Cream & Foot Cream,5,9,1800,36,36,0
2230498,INC.redible,Lip Gloss,4.5,51,6400,10,10,1
2230506,INC.redible,Sheet Masks,4,22,6100,9,9,1
2230514,INC.redible,Highlighter,2.5,11,2000,18,18,1
2230522,Dermalogica,Facial Peels,3.5,6,1100,85,85,0
2230563,NAILS INC.,Nail,5,11,2300,15,15,0
2230589,SEPHORA COLLECTION,Body Lotions & Body Oils,3.5,17,1400,17,17,1
2230597,SEPHORA COLLECTION,Body Lotions & Body Oils,4,6,1300,17,17,1
2230779,Isle of Paradise,For Body,4,43,3600,29,29,1
2230787,Isle of Paradise,For Body,2,14,2600,22,22,1
2230795,SK-II,Value & Gift Sets,4.5,16,7400,99,131,0
2230811,SK-II,Value & Gift Sets,5,3,2300,229,303,1
2230829,beautyblender,Sponges & Applicators,4.5,8000,333600,20,20,0
2230837,beautyblender,Highlighter,4,22,3100,25,25,1
2230860,Living Proof,Value & Gift Sets,0,0,956,40,57,0
2230878,Living Proof,Value & Gift Sets,4,2,1100,40,57,1
2230886,Christophe Robin,Hair Masks,4.5,17,1400,37,37,0
2230951,Viktor&Rolf,Cologne,4.5,18,1100,105,105,0
2231090,Kiehl's Since 1851,Moisturizers,4,858,7800,50,50,0
2231116,SEPHORA COLLECTION,Bronzer,4,3,1700,18,18,1
2231264,shu uemura,Hair Styling Products,3.5,3,689,40,40,0
2231272,shu uemura,Shampoo,4,4,624,49,49,0
2231280,shu uemura,Conditioner,4.5,3,354,59,59,0
2231298,shu uemura,Scalp & Hair Treatments,0,0,220,69,69,0
2231306,Wander Beauty,Eye Primer,4,35,1600,22,22,0
2231330,FARSÁLI,Eye Creams & Treatments,4,171,16300,40,40,1
2231348,DOMINIQUE COSMETICS,Highlighter,4,17,2200,36,36,1
2231371,Ciaté London,Eyeshadow,4.5,35,10600,24,24,1
2231421,Mount Lai,Value & Gift Sets,5,1,3300,51.5,60,0
2231439,Mount Lai,Facial Rollers,5,12,3800,30,30,0
2231447,Mount Lai,Hair Brushes & Combs,3,6,3200,52,52,0
2231454,Mount Lai,Facial Rollers,4,9,3400,34,34,0
2231504,SEPHORA COLLECTION,Sheet Masks,4,48,23700,8,8,1
2231504,SEPHORA COLLECTION,Sheet Masks,0,0,0,8,8,1
2231512,SEPHORA COLLECTION,Sheet Masks,5,2,0,8,8,1
2231538,philosophy,Perfume Gift Sets,4,1,302,74,108,0
2231629,dpHUE,Scalp & Hair Treatments,4,59,3600,30,30,0
2231637,dpHUE,Scalp & Hair Treatments,3.5,3,518,28,28,0
2231736,dpHUE,Scalp & Hair Treatments,4.5,25,4100,35,35,0
2231769,dpHUE,Shampoo,4,73,6400,26,26,0
2231777,dpHUE,Conditioner,4,21,3200,26,26,0
2231843,BVLGARI,Perfume Gift Sets,4,4,833,71,71,0
2231967,OLEHENRIKSEN,Face Masks,4.5,1000,32800,50,50,1
2231975,Farmacy,Face Oils,4.5,149,23100,48,48,0
2231983,Laura Mercier,Eyelash Curlers,4.5,731,1800,22,22,0
2231991,SEPHORA COLLECTION,Beauty Supplements,0,0,758,7,7,1
2232007,SEPHORA COLLECTION,Beauty Supplements,0,0,692,7,7,1
2232015,CLEAN RESERVE,Perfume Gift Sets,4,8,1500,20,30,1
2232239,Dior,Facial Peels,3.5,8,523,95,95,0
2232247,Dior,Facial Peels,4.5,7,2000,65,65,0
2232254,Omorovicza,Value & Gift Sets,3.5,5,1500,40,62,1
2232270,dpHUE,Shampoo,3.5,16,2300,26,26,0
2232288,dpHUE,Conditioner,4,9,1400,26,26,0
2232486,Slip,Hair Accessories,3,8,2600,45,45,0
2232510,dpHUE,Value & Gift Sets,2.5,3,753,30,45,0
2232825,tarte,Value & Gift Sets,4.5,8,4900,40,80,0
2233245,First Aid Beauty,Scrub & Exfoliants,4.5,304,38200,28,28,1
2233252,First Aid Beauty,Facial Peels,4.5,303,23000,32,32,0
2233427,SEPHORA COLLECTION,Eye Masks,5,1,0,5,5,1
2233484,KORA Organics,Lip Balms & Treatments,4,13,3100,24,24,1
2233492,KORA Organics,Lip Balms & Treatments,4,5,1700,24,24,1
2233781,Natasha Denona,Lipstick,4.5,9,2300,25,25,0
2233823,SEPHORA COLLECTION,Face Sunscreen,4.5,12,1700,17,17,1
2233849,Drunk Elephant,Moisturizers,4,1000,48300,60,60,1
2233856,Prada,Rollerballs & Travel Size,0,0,493,30,30,0
2233864,Cellu-cup,Cellulite & Stretch Marks,3.5,5,2400,19,19,0
2233872,IGK,Value & Gift Sets,4,14,12600,28,42,0
2233955,Indie Lee,Holistic Wellness,4,7,1300,48,48,0
2233997,Youth To The People,Mists & Essences,4.5,224,13700,42,42,1
2234003,Armani Beauty,Perfume,4.5,46,4700,97,97,0
2234102,Shiseido,Moisturizers,4.5,139,2200,70,70,0
2234110,Shiseido,Moisturizers,4.5,160,5500,70,70,0
2234144,Shiseido,Moisturizers,4.5,141,2100,70,70,0
2234151,SEPHORA COLLECTION,Lip Gloss,4,555,56900,12,12,1
2234326,tarte,Mascara,3.5,241,3900,23,23,0
2234383,Youth To The People,Value & Gift Sets,4.5,63,18300,48,55,0
2234425,SEPHORA COLLECTION,Face Wipes,5,4,0,8,8,1
2234565,Artist Couture,Eyeshadow,4.5,76,20300,25,25,1
2234599,GLO Science,Teeth Whitening,4,40,8600,65,65,0
2234623,Dr Roebuck's,Face Wash & Cleansers,4,6,772,25,25,1
2234631,Dr Roebuck's,Moisturizers,4,3,272,45,45,1
2234649,Too Faced,Mascara,3,1000,35100,25,25,0
2234730,Urban Decay,Eyeliner,4.5,2000,202600,21,21,0
2234730,Urban Decay,Eyeliner,0,0,0,21,21,0
2234961,Bumble and bumble,Value & Gift Sets,4,19,3900,16,18.5,0
2235000,Jouer Cosmetics,Bronzer,4.5,44,11600,30,30,0
2235018,Vitruvi,Value & Gift Sets,0,0,315,50,56,1
2235034,Vital Proteins,Beauty Supplements,4,38,3000,25,25,0
2235042,OLEHENRIKSEN,Value & Gift Sets,4.5,15,8100,72,86,1
2235125,HUM Nutrition,Mini Size,4,101,1800,10,10,0
2235133,SEPHORA COLLECTION,Moisturizers,3.5,11,2600,17,17,1
2235141,SEPHORA COLLECTION,Face Masks,4,14,3300,16,16,1
2235158,HUM Nutrition,Mini Size,4,281,2000,10,10,0
2235315,Biossance,Value & Gift Sets,4.5,53,18300,58,114,1
2235489,PHLUR,Rollerballs & Travel Size,4.5,15,1700,28,28,0
2235497,PHLUR,Rollerballs & Travel Size,5,9,739,28,28,0
2235505,PHLUR,Rollerballs & Travel Size,4.5,15,1300,28,28,0
2235646,Deborah Lippmann,Nail,4,6,1200,36,72,0
2235679,Urban Decay,Highlighter,4.5,37,8900,22,22,0
2235745,Urban Decay,Eyeliner,4,40,1500,22,22,0
2235950,Givenchy,Mascara,4,741,1800,27,27,0
2235968,Givenchy,Eyeliner,4,27,1000,27,27,0
2236073,Givenchy,Lipstick,4.5,23,16400,38,38,0
2236156,Givenchy,Lipstick,3.5,14,3200,38,38,0
2236222,By Rosie Jane,Perfume,3,23,682,65,65,0
2236263,Tatcha,Eye Creams & Treatments,4.5,1000,45900,60,60,1
2236271,Biossance,Face Masks,4.5,325,10100,48,48,1
2236289,Biossance,Value & Gift Sets,4,34,9400,29,35,1
2236313,ALTERNA Haircare,Hair Styling Products,4,63,628,32,32,0
2236354,Lancôme,Face Sets,5,2,2000,18,18,1
2236545,Yves Saint Laurent,Lip Stain,3.5,89,36000,37,37,0
2236685,Benefit Cosmetics,Eyebrow,5,13,7300,32,48,0
2236719,IT Cosmetics,Face Primer,4.5,372,19400,39,39,1
2236750,SEPHORA COLLECTION,Tinted Moisturizer,0,0,445,16,16,1
2236925,Melt Cosmetics,Eye Palettes,4,18,3100,48,48,1
2236933,Melt Cosmetics,Eye Palettes,5,7,4700,58,58,1
2236941,Melt Cosmetics,Eye Palettes,4,5,2100,48,48,1
2237063,Youth To The People,Toners,4,484,28900,38,38,1
2237089,La Mer,Value & Gift Sets,4.5,22,8400,200,259,1
2237097,La Mer,Lip Balms & Treatments,3.5,36,8900,75,75,0
2237485,SEPHORA COLLECTION,Eye Palettes,0,0,502,16,16,1
2237642,Kopari,Body Lotions & Body Oils,3.5,8,2800,28,28,0
2237717,Armani Beauty,Eyeshadow,4.5,404,53300,30,30,0
2237725,Maison Margiela,Perfume Gift Sets,4,57,12300,35,35,1
2237758,MILK MAKEUP,Lipstick,3.5,95,17300,15,15,1
2237824,KVD Vegan Beauty,Eyeshadow,4.5,33,4500,21,21,1
2238103,Dr Roebuck's,Value & Gift Sets,5,1,778,44,71,1
2238111,Volition Beauty,Moisturizers,4.5,359,11500,55,55,1
2238145,CHANEL,Perfume,4.5,38,6000,135,135,0
2238228,NAILS INC.,Nail,4.5,29,9800,11,11,0
2238277,HUM Nutrition,Beauty Supplements,4.5,60,12600,20,20,0
2238509,Sephora Favorites,Perfume Gift Sets,3.5,23,7900,65,100,1
2238806,SEPHORA COLLECTION,Highlighter,3.5,4,1200,16,16,1
2238830,DevaCurl,Curls & Coils,3.5,79,10000,30,45,0
2238848,DevaCurl,Value & Gift Sets,4,4,1800,30,45,0
2239044,Volition Beauty,Mini Size,4,27,1300,12,12,1
2239226,MAKE UP FOR EVER,Lipstick,4,88,11900,20,20,1
2239382,SEPHORA COLLECTION,Eye Brushes,4.5,21,10200,49,49,1
2239689,SEPHORA COLLECTION,Sponges & Applicators,3,7,1700,16,16,1
2239697,SEPHORA COLLECTION,Facial Rollers,4.5,13,5900,14,14,1
2239812,SEPHORA COLLECTION,Facial Rollers,4.5,10,13100,32,32,1
2239853,SEPHORA COLLECTION,Brush Sets,3,7,5800,40,40,1
2239861,SEPHORA COLLECTION,Beauty Supplements,4.5,9,4000,18,18,1
2239937,Algenist,Body Lotions & Body Oils,4,10,1700,60,60,0
2239945,Algenist,Hand Cream & Foot Cream,4,14,1400,38,38,0
2239952,Peter Thomas Roth,Eye Primer,4,19,4200,32,32,0
2239960,Peter Thomas Roth,Mascara,4,263,1900,85,85,0
2239978,Peter Thomas Roth,Value & Gift Sets,4.5,8,3500,58,117,0
2240026,SEPHORA COLLECTION,False Eyelashes,3.5,11,3400,15,15,1
2240067,SEPHORA COLLECTION,Eye Masks,3.5,10,3300,59,59,1
2240166,Marc Jacobs Beauty,Moisturizers,4.5,32,5100,21,21,0
2240174,Bumble and bumble,Scalp & Hair Treatments,4.5,7,1800,16,16,0
2240208,Benefit Cosmetics,Foundation,4,24,5900,15,15,0
2240273,CLINIQUE,Value & Gift Sets,4.5,17,11100,25,40.5,1
2240299,CLINIQUE,Lip Balms & Treatments,4.5,36,8300,17.5,17.5,0
2240307,CLINIQUE,Moisturizers,4,14,736,69,69,0
2240315,CLINIQUE,Decollete & Neck Creams,4,9,313,69,69,0
2240323,CLINIQUE,Moisturizers,4,3,1200,69,69,0
2240349,CLINIQUE,Moisturizer & Treatments,5,2,554,39.5,39.5,0
2240356,CLINIQUE,Eye Cream,5,2,290,39.5,39.5,0
2240646,boscia,Moisturizers,4.5,23,2500,38,38,0
2240653,boscia,Toners,4,32,5200,28,28,0
2240729,Origins,Moisturizers,4.5,1000,9600,34,34,0
2240968,GLAMGLOW,Face Masks,4,2000,4000,59,59,0
2240984,GLAMGLOW,Mini Size,4,2000,2500,25,25,0
2240992,GLAMGLOW,Face Masks,4.5,86,12700,49,49,0
2241024,Proactiv,Face Masks,4.5,5,595,38,38,0
2241057,Lord Jones,Face Oils,4.5,54,8000,100,100,0
2241065,Dr. Jart+,Face Serums,4,11,1900,58,58,1
2241073,Dr. Jart+,Moisturizers,3.5,97,5600,48,48,1
2241115,Saint Jane Beauty,Face Serums,4.5,179,13400,125,125,0
2241479,SEPHORA COLLECTION,Brush Sets,5,17,5500,18,18,1
2241644,Estée Lauder,Mini Size,4.5,29,1200,58,58,0
2241719,bareMinerals,Foundation,4.5,2000,51400,34,34,0
2241883,bareMinerals,Foundation,4,811,45700,32,32,0
2241958,The Beauty Chef,Beauty Supplements,3.5,2,534,29,29,0
2242105,MILK MAKEUP,Foundation,4,924,26200,36,36,1
2242501,SEPHORA COLLECTION,Makeup Palettes,4.5,26,5300,15,15,1
2242519,SEPHORA COLLECTION,Eye Palettes,4.5,22,2900,10,10,1
2242527,Dermalogica,Value & Gift Sets,4,11,3400,45,75,0
2242535,Dermalogica,Face Serums,4.5,138,1300,145,145,0
2242550,Dermalogica,Face Serums,4.5,78,4300,45,45,0
2242568,Dermalogica,Face Wash & Cleansers,4.5,9,2300,39,39,0
2242576,Dermalogica,Face Serums,4,120,4900,65,65,0
2242741,beautyblender,Sponges & Applicators,4.5,44,8900,20,20,0
2242782,MILK MAKEUP,Highlighter,4.5,88,18500,28,28,1
2242998,SEPHORA COLLECTION,Eyebrow,4,3000,100200,12,12,1
2243046,MILK MAKEUP,Makeup,3.5,32,4200,12,12,1
2243053,Natasha Denona,Eye Sets,3.5,10,1300,25,25,0
2243061,Natasha Denona,Eye Palettes,4,57,7500,25,25,1
2243079,Natasha Denona,Eyeshadow,3,70,10100,25,25,0
2243129,Erno Laszlo,Face Masks,5,10,912,48,48,0
2243210,Natasha Denona,Lipstick,4,85,25100,25,25,0
2243335,Natasha Denona,Eyeshadow,4,26,5700,48,48,0
2243616,SEPHORA COLLECTION,Eyebrow,4,28,2300,12,12,1
2243624,SEPHORA COLLECTION,Lipstick,0,0,1300,9,9,1
2243699,Acqua Di Parma,Perfume,3.5,3,87,120,120,0
2243715,Acqua Di Parma,Perfume,5,1,250,70,70,0
2243905,KVD Vegan Beauty,Makeup,3,86,1800,13,13,1
2244002,BECCA,Foundation,4,2000,78000,44,44,0
2244333,Dior,Liquid Lipstick,4.5,42,27800,38,38,0
2244432,Dior,Lipstick,4.5,7,4800,38,38,0
2244440,Dior,Eyelash Curlers,3,6,1900,25,25,1
2244465,Dior,Makeup Palettes,3.5,3,1300,62,62,0
2244481,Dior,Eye Palettes,3.5,10,3000,49,49,1
2244564,Charlotte Tilbury,Lipstick,4.5,254,67700,37,37,0
2244606,Charlotte Tilbury,Lipstick,4,116,3400,34,34,0
2244614,AMOREPACIFIC,Value & Gift Sets,4,7,4200,62,81,0
2244804,Charlotte Tilbury,Foundation,4,957,56100,44,44,0
2245074,Charlotte Tilbury,Lip Gloss,3.5,64,21700,35,35,0
2245124,Charlotte Tilbury,Concealer,4,81,15400,32,32,0
2245181,Charlotte Tilbury,Eye Palettes,3.5,63,21900,53,53,1
2245199,Charlotte Tilbury,Lip Gloss,3.5,73,29300,22,22,1
2245199,Charlotte Tilbury,Lip Gloss,3.5,68,5400,22,22,1
2245355,NARS,Makeup,4,965,158700,13,13,0
2245751,NARS,Lipstick,4,184,62500,26,26,0
2245850,Dior,Perfume,4,14,1600,105,105,0
2245926,SEPHORA COLLECTION,Eyebrow,3,31,2600,12,12,1
2246122,Anastasia Beverly Hills,Highlighter,5,14,12400,22,22,0
2246486,KVD Vegan Beauty,Foundation,4,1000,14100,37,37,1
2246650,Shiseido,Eye Creams & Treatments,4.5,992,12300,70,70,0
2246668,Shiseido,Eye Creams & Treatments,3,5,1100,70,70,0
2246726,MAKE UP FOR EVER,Foundation,4,9000,388200,43,43,1
2246841,MAKE UP FOR EVER,Concealer,4.5,719,34400,28,28,1
2247203,Urban Decay,Foundation,4,1000,38500,39,39,0
2247369,Urban Decay,Concealer,3.5,3,1100,29,29,0
2247450,Urban Decay,Concealer,4.5,828,15400,29,29,0
2247690,HUM Nutrition,Beauty Supplements,4.5,171,2400,40,40,0
2247815,beautyblender,Brush Sets,0,0,430,60,60,1
2247823,beautyblender,Eye Brushes,5,1,1200,22,22,1
2247831,beautyblender,Eye Brushes,5,3,721,28,28,1
2247849,beautyblender,Brush Sets,0,0,568,30,30,1
2247856,beautyblender,Eye Brushes,0,0,404,33,33,1
2247922,Yves Saint Laurent,Foundation,4.5,1000,77900,54,54,0
2248094,Yves Saint Laurent,Lipstick,4.5,163,21600,39,39,0
2248235,Charlotte Tilbury,Lipstick,4,23,24500,34,34,0
2248276,Kilian,Perfume,4.5,19,1500,135,135,1
2248300,Urban Decay,Lip Stain,4,75,13700,22,22,0
2248417,Kilian,Perfume Gift Sets,5,15,2100,75,105,1
2248425,Kilian,Perfume,4.5,10,1100,240,240,0
2248433,Lilly Lashes,False Eyelashes,4.5,434,2200,13,13,1
2248458,CHANEL,Perfume Gift Sets,3.5,3,1500,200,200,0
2248474,Shiseido,Face Brushes,5,13,3400,49,49,0
2248656,Shiseido,Foundation,4.5,1000,37200,47,47,0
2248862,Shiseido,Concealer,4.5,1000,11900,31,31,0
2248946,Shiseido,Setting Spray & Powder,4.5,403,2100,38,38,0
2249076,Lilly Lashes,False Eyelashes,4,532,3100,24,24,1
2249092,DOLCE&GABBANA,no category,5,4,1300,94,94,0
2249118,Bobbi Brown,Makeup Removers,3.5,13,752,38,38,0
2249142,Bobbi Brown,Face Wash & Cleansers,5,8,2800,50,50,0
2249183,HERMÈS,Perfume Gift Sets,5,3,717,133,133,0
2249191,HERMÈS,Perfume,4,14,1700,134,134,0
2249241,Chloé,Perfume,4,326,1600,119,119,0
2249258,Chloé,Perfume Gift Sets,3,13,4600,29,29,0
2249274,Atelier Cologne,Perfume Gift Sets,4.5,2,758,135,160,1
2249282,Atelier Cologne,Perfume Gift Sets,5,3,976,135,160,1
2249290,Atelier Cologne,Perfume Gift Sets,5,1,475,135,160,1
2249308,Gucci,Rollerballs & Travel Size,4,24,3900,34,34,1
2249324,Gucci,Perfume,3.5,234,5100,120,120,0
2249332,Gucci,Perfume,4,152,11200,80,80,1
2249373,Marc Jacobs Fragrances,Perfume Gift Sets,0,0,610,90,114,1
2249399,Marc Jacobs Fragrances,Perfume,5,5,1800,86,86,1
2249407,Marc Jacobs Fragrances,Perfume,4.5,4,1300,100,100,1
2249415,Marc Jacobs Fragrances,Perfume,4,1,737,86,86,1
2249423,Marc Jacobs Fragrances,Perfume,5,13,1600,86,86,1
2249613,Lancôme,Rollerballs & Travel Size,4,16,3400,29,29,0
2249621,Lancôme,Perfume,4.5,515,7700,96,96,0
2249688,Valentino,Perfume,5,428,9700,100,100,0
2249712,Valentino,Rollerballs & Travel Size,4,34,3700,30,30,0
2249720,Yves Saint Laurent,Rollerballs & Travel Size,4,53,8700,30,30,1
2249738,Yves Saint Laurent,Perfume,4.5,343,19200,104,104,0
2249753,Yves Saint Laurent,Perfume Gift Sets,4,14,7400,35,35,1
2249787,Capri Blue,Rollerballs & Travel Size,4.5,6,781,18,18,0
2249795,Capri Blue,Candles & Home Scents,3.5,2,160,22,22,0
2249829,FENTY BEAUTY by Rihanna,Eye Sets,4,41,14800,24,24,1
2249860,Living Proof,Value & Gift Sets,5,1,1600,17,27,1
2249936,Kérastase,Shampoo,5,4,1200,35,35,0
2249944,Kérastase,Hair Masks,5,6,1300,62,62,0
2249951,Kérastase,Hair Primers,5,4,1500,37,37,0
2249969,Kérastase,Hair Primers,0,0,998,21,21,0
2249977,Kérastase,Hair Primers,3.5,7,2700,18,18,0
2249985,Kérastase,Hair Primers,4,6,4000,18,18,0
2249993,Kérastase,Hair Oil,4,25,8900,24,24,1
2250009,Kérastase,Shampoo,1,1,510,17,17,0
2250017,Kérastase,Conditioner,0,0,551,19,19,0
2250025,Kérastase,Hair Masks,4.5,2,1400,26,26,0
2250033,Kérastase,Shampoo,3.5,3,679,20,20,0
2250033,Kérastase,Shampoo,0,0,483,20,20,0
2250041,Kérastase,Hair Primers,5,2,1700,22,22,0
2250058,Kérastase,Hair Oil,4.5,11,2900,37,37,0
2250082,Farmacy,Eye Creams & Treatments,4.5,205,21300,45,45,1
2250090,Farmacy,Face Serums,3.5,139,20800,62,62,1
2250124,Dermalogica,Face Wash & Cleansers,4,6,677,39,39,0
2250173,bareMinerals,Blush,4.5,1000,9500,29,29,0
2250215,bareMinerals,Eye Palettes,4.5,1000,3600,29,29,0
2250249,Dermalogica,Value & Gift Sets,4.5,99,4400,19,28.5,0
2250520,Laura Mercier,Makeup,4.5,6000,161600,23,23,0
2250603,Laura Mercier,Tinted Moisturizer,4,1000,152100,47,47,0
2250769,Maison Margiela,Perfume Gift Sets,3.5,12,3500,25,25,1
2250785,Kosas,Foundation,4,698,45000,42,42,0
2250892,Ralph Lauren,Perfume,4.5,490,2100,98,98,0
2250918,NEST New York,Candles & Home Scents,4.5,11,1200,16,16,0
2250975,NEST New York,Candles,0,0,107,72,72,0
2251155,TOM FORD,Cologne,5,1,182,335,335,0
2251189,TOM FORD,Perfume,3.5,171,2900,195,195,0
2251197,TOM FORD,Perfume,2.5,3,244,70,70,0
2251205,TOM FORD,Perfume,4.5,8,1800,240,240,0
2251221,TOM FORD,Perfume,5,2,701,49,49,0
2251452,Benefit Cosmetics,Makeup,4.5,90,13300,17,17,0
2251460,TOCCA,Perfume Gift Sets,3,5,1800,20,20,0
2251544,Hourglass,Eyebrow,4.5,524,12100,28,28,0
2251627,Hourglass,Eyeshadow,4.5,298,66300,29,29,0
2251635,Hourglass,Eyelash Curlers,4,8,873,30,30,0
2251650,Hourglass,Value & Gift Sets,3,5,3200,27,34,1
2251668,Kaja,Eyeliner,4.5,1000,17800,25,25,1
2251684,Smashbox,Face Primer,4.5,399,9100,39,39,0
2251874,Smashbox,Foundation,3.5,2000,29500,36,36,1
2252112,Kaja,Blush,4.5,1000,47200,24,24,1
2252138,Jouer Cosmetics,Cheek Palettes,4,34,6100,18,18,0
2252179,tarte,Makeup,3,180,29900,10,10,0
2252203,Tata Harper,Value & Gift Sets,5,8,2200,48,73,0
2252252,Yves Saint Laurent,Lipstick,4.5,64,14500,38,38,0
2252328,BECCA,Face Sets,4,17,7100,25,34,1
2252351,Natasha Denona,Foundation,3,26,3000,42,42,0
2252591,Isle of Paradise,For Body,3.5,151,9800,29,29,0
2252633,Kilian,Rollerballs & Travel Size,4,1,0,30,30,1
2252658,BURBERRY,Perfume Gift Sets,3.5,7,3400,29,50,0
2252708,Drybar,Hair Styling Products,4,52,5700,29,29,0
2252716,Drybar,Hair Straighteners & Flat Irons,3.5,7,736,165,165,0
2252724,Drybar,Hair Straighteners & Flat Irons,3.5,53,6500,59,59,0
2252732,DevaCurl,Dry Shampoo,3.5,15,1100,24,24,0
2252740,DevaCurl,Value & Gift Sets,3.5,2,1100,92,116,0
2252757,DevaCurl,Value & Gift Sets,3.5,4,1600,92,116,0
2252765,DevaCurl,Value & Gift Sets,2.5,8,771,92,116,0
2252807,Living Proof,Hair Styling Products,4.5,209,4900,28,28,0
2252815,Living Proof,Value & Gift Sets,0,0,1100,18,18,0
2252823,Living Proof,Value & Gift Sets,0,0,444,18,18,0
2252898,SEPHORA COLLECTION,Eye Sets,3,1,1800,38,50,0
2252922,Juliette Has a Gun,Perfume Gift Sets,5,8,1300,99,99,1
2252971,Bite Beauty,Setting Spray & Powder,4,795,7300,36,36,1
2253177,Bite Beauty,Foundation,4,1000,37400,39.5,39.5,1
2253706,Sephora Favorites,Perfume Gift Sets,4,69,20800,65,111,1
2253722,SEPHORA COLLECTION,Makeup Bags & Travel Cases,4,31,7000,40,40,0
2253730,SEPHORA COLLECTION,Makeup Bags & Travel Cases,4.5,7,3100,22,22,0
2253755,SEPHORA COLLECTION,Makeup Bags & Travel Cases,4.5,12,2900,22,22,0
2253763,Lancôme,Mists & Essences,4.5,9,3300,29,29,0
2253979,Melt Cosmetics,Eyeliner,3.5,49,1300,16,16,1
2254027,Melt Cosmetics,Liquid Lipstick,3.5,9,1600,19,19,1
2254068,Melt Cosmetics,Liquid Lipstick,3.5,23,5900,19,19,1
2254175,Benefit Cosmetics,Foundation,4,63,4000,30,30,0
2254290,Benefit Cosmetics,Foundation,2.5,64,3500,30,30,0
2254381,Jouer Cosmetics,Lip Balm & Treatment,3.5,89,11700,18,18,0
2254431,Briogeo,Deodorant & Antiperspirant,4,283,6000,16,16,0
2254449,Briogeo,Beauty Supplements,4.5,209,6100,38,38,0
2254456,Briogeo,Hair Oil,5,128,6000,48,48,0
2254506,tarte,Makeup Palettes,4.5,21,4000,25,25,0
2254548,tarte,Eye Sets,5,40,5200,39,39,0
2254555,tarte,Eyeshadow,4.5,364,80300,22,22,0
2254589,tarte,Highlighter,4.5,15,3900,30,30,0
2254605,tarte,Mascara,3.5,48,2600,12,12,0
2254621,tarte,Makeup,3,3,2000,16,16,1
2254639,tarte,Eye Sets,5,2,2400,105,144,0
2254662,Floral Street,Perfume,3,406,287,78,78,1
2254670,Floral Street,Perfume,5,2,286,78,78,1
2254688,Floral Street,Perfume,4,3,155,78,78,1
2254696,Floral Street,Perfume,4,4,207,78,78,1
2254704,Floral Street,Rollerballs & Travel Size,4,17,1500,19,19,1
2254712,Floral Street,Rollerballs & Travel Size,2.5,3,393,28,28,1
2254720,Floral Street,Rollerballs & Travel Size,1,2,293,28,28,1
2254738,Floral Street,Rollerballs & Travel Size,5,1,298,28,28,1
2254746,Floral Street,Rollerballs & Travel Size,5,1,276,28,28,1
2254753,Floral Street,Rollerballs & Travel Size,4,9,1500,28,28,1
2254761,Floral Street,Rollerballs & Travel Size,4.5,2,351,28,28,1
2254779,Floral Street,Rollerballs & Travel Size,3.5,3,339,28,28,1
2254787,Floral Street,Rollerballs & Travel Size,3.5,8,595,28,28,1
2254795,Floral Street,Rollerballs & Travel Size,4.5,7,989,28,28,1
2254803,Floral Street,Perfume,4,429,1000,78,78,1
2254811,Floral Street,Perfume,4.5,3,239,78,78,1
2254829,Floral Street,Perfume,4,380,236,78,78,1
2254837,Floral Street,Perfume,4.5,450,751,78,78,1
2254845,Floral Street,Perfume,4.5,16,970,78,78,1
2254860,CLEAN RESERVE,Body Mist & Hair Mist,0,0,279,38,38,0
2254878,CLEAN RESERVE,Body Mist & Hair Mist,0,0,250,38,38,0
2254886,CLEAN RESERVE,Body Mist & Hair Mist,2.5,2,170,38,38,0
2254894,Clarins,Face Serums,4.5,7,2000,81,81,0
2254977,Kiehl's Since 1851,Face Masks,4,224,7000,45,45,1
2254985,Kiehl's Since 1851,Value & Gift Sets,4,5,5900,35,51,1
2254993,Kiehl's Since 1851,Moisturizers,4.5,185,1500,65,65,0
2255016,COVER FX,Setting Spray & Powder,3.5,20,2300,35,35,0
2255057,Caudalie,Face Wash & Cleansers,4.5,149,14000,28,28,0
2255222,Kopari,Body Lotions & Body Oils,3.5,4,280,28,28,0
2255230,Kopari,Face Wipes,4,10,1700,20,20,0
2255263,Murad,Value & Gift Sets,3.5,24,2600,29,55,1
2255271,Murad,Moisturizers,4,396,6700,42,42,1
2255289,Murad,Face Serums,4.5,345,14000,35,35,0
